name,qid,prom,elev,lat,lon
Dykh-Tau,Q476313,2002.0,5204.0,43.0525,43.131666666
Mount Genyen,Q1093534,2000.0,6204.0,29.8075,99.605833333
Leirungshøi,Q3442844,2000.0,1825.0,61.94666667,8.48055556
Glass Buttes,Q28056308,2000.0,6385.0,43.5573646,-120.0744166
Hawkes Heights,Q8333629,2000.0,2000.0,-72.5333,169.7
Khasi Hills,Q3182012,1999.0,1200.0,25.583333333,91.633333333
Ampato,Q474428,1997.0,6288.0,-15.820555555,-71.88
Salmon Mountain,Q7405519,1996.0,6962.0,41.1831,-123.411
Surukwat Kangri,Q123375551,1995.0,6792.0,36.287222222,76.386944444
Bridge Mountain,Q794480,1991.0,,36.1355235,-115.4905643
Mount Yong Belar,Q12687362,1991.0,2180.0,4.65055556,101.36083333
Mount Balchen,Q49051960,1990.0,11205.0,63.623611111,-146.840555555
Tordoki Yani,Q1092160,1989.0,2090.0,48.897222222,138.052777777
West Buffalo Peak,Q14685162,1986.0,13332.0,38.9917,-106.125
Hurricane Mountain,Q8526995,1982.0,3678.0,44.235,-73.7103
Gore Mountain,Q5586121,1982.0,3332.0,44.9198,-71.794
Santa Fe Baldy,Q7419501,1982.0,12632.0,35.832194444,-105.758083333
Chatsquot Mountain,Q5087791,1981.0,2365.0,53.142222222,-127.477222222
Pik Sovetskikh Ofitserov,Q3382401,1980.0,6233.0,38.423899,73.301571
Saraghrar,Q2458240,1979.0,7338.0,36.5475,72.116666666
Topo da Coroa,Q2671287,1979.0,1979.0,17.033333333,-25.295833333
Ikh Bogd,Q4078731,1979.0,3957.0,44.995,100.230833333
K12,Q1148854,1978.0,7428.0,35.321388888,76.985277777
Mount James,Q6921477,1978.0,9375.0,48.5844,-113.492
Reo Purgyil,Q17020614,1978.0,6816.0,31.884407,78.735308
Pico Turquino,Q1145743,1974.0,1974.0,19.989444444,-76.835833333
M'Goun,Q3050555,1974.0,4068.0,31.51,-6.44
Mount Tom,Q6924144,1972.0,13658.0,37.3385,-118.658
Frenchman Mountain,Q5502721,1972.0,4056.0,36.179180555,-114.997611111
Kambalny,Q1112273,1970.0,2161.0,51.3,156.866666666
Mount Mutis,Q1165869,1970.0,2417.0,-9.526111111,124.238611111
Chachani,Q1058424,1963.0,6057.0,-16.194166666,-71.531666666
Patkhor Peak,Q3382324,1963.0,6083.0,37.888386,72.187736
K6,Q1584568,1962.0,7282.0,35.41833333,76.55166667
Amne Machin,Q277661,1960.0,6282.0,34.5,100.0
Red Mountain,Q39074793,1960.0,9537.0,45.064444444,-117.246388888
Mount Vaca,Q8524487,1959.0,2822.0,38.4002,-122.106
Antofalla,Q312866,1957.0,6409.0,-25.5625,-67.880833333
Janq'u Uma,Q33211,1957.0,6425.0,-15.853333333,-68.540833333
Mount Constance,Q116229,1956.0,2364.0,47.7726285,-123.1273118
Mount Priestley,Q6923045,1956.0,2366.0,55.2294,-128.872
El Cajon Mountain,Q18389542,1955.0,3648.0,32.91477,-116.81975
Mount Gould (Montana),Q8522147,1953.0,2909.0,48.7428,-113.714
Mount Olympus,Q819979,1952.0,1952.0,34.936666666,32.863888888
Sublett Range High Point,Q7631456,1952.0,7492.0,42.37,-112.931
Mount Isarog,Q1673747,1951.0,1966.0,13.659166666,123.373333333
Mount Fitz Roy,Q215138,1951.0,3406.0,-49.271388888,-73.043333333
Angilaaq Mountain,Q3861189,1951.0,1951.0,73.2283,-78.6208
Serra Imeri,Q8530408,1951.0,2994.0,0.49083333,-65.33333333
Iron Mountain,Q14684644,1951.0,11416.0,37.6375,-105.253888888
Mount Matutum,Q1910848,1950.0,2286.0,6.433333333,125.108333333
Mount Irving,Q1707799,1950.0,2300.0,-61.283333333,-54.133333333
Ortler,Q650695,1950.0,3905.0,46.508888888,10.545
Cima Valdritta,Q11690640,1950.0,2218.0,45.726469444,10.843661111
Mount Benum,Q19646296,1950.0,2107.0,3.82333,102.094
Sangeang Api,Q2573663,1949.0,1949.0,-8.18,119.05
Hallasan,Q494645,1947.06,1947.06,33.35,126.516666666
Labuche Kang,Q1081475,1947.0,7367.0,28.3042,86.3508
Oat Mountain,Q7074451,1947.0,,34.3297,-118.601
Palpana,Q7128689,1947.0,6023.0,-21.546666666,-68.5225
Waterrock Knob,Q7974395,1947.0,6292.0,35.464269444,-83.137644444
Calbuco,Q1026302,1946.0,2003.0,-41.332777777,-72.611111111
Toney Mountain,Q2441639,1946.0,3595.0,-75.8,-115.816666666
Liushi Shan,Q6654097,1946.0,7167.0,35.31583333,80.91583333
Ulugh Muztagh,Q1560829,1943.0,6973.0,36.4125,87.384166666
Sunset Peak,Q7641331,1942.0,4745.0,33.68,74.5408
Lunpo Gangri,Q8536063,1941.0,7095.0,29.83333333,84.61333333
Cerro Las Conchas,Q62706961,1940.0,,18.72161,-102.97418
Red Mountain,Q7304629,1937.0,9377.0,48.5356,-113.424
Xueshan,Q707720,1932.0,3886.0,24.383333333,121.23
Torre Cerredo,Q1520376,1931.0,2648.0,43.198055555,-4.851111111
Phu Luong,Q7188249,1930.0,2985.0,21.57083333,104.30666667
Mount Paris,Q6922657,1930.0,2800.0,-68.9833,-70.8333
Mus-Khaya,Q1953957,1929.0,2973.0,62.583333333,140.9
Mount Lyell,Q2753855,1927.0,3997.0,37.7394,-119.272
Mount Murchison,Q8536882,1927.0,3500.0,-73.420991666,166.298288888
Mount Cooper,Q49052359,1926.0,6780.0,58.862563888,-136.982955555
Mount Cardigan,Q6919993,1925.0,3155.0,43.649794444,-71.914805555
Mount Hasan,Q1302768,1922.0,3268.0,38.12652,34.16511
Bukadaban Feng,Q4986803,1922.0,6860.0,36.02416667,90.86583333
Kuna Peak,Q18753789,1922.0,13008.0,37.812939,-119.2083218
Malinche,Q578799,1920.0,4420.0,19.23083333,-98.03194444
Devon Ice Cap,Q5267726,1920.0,1920.0,75.3478,-82.1739
Khuvkhoitun,Q4502055,1920.0,2616.0,57.916666666,160.683333333
Sahuasiray,Q7428597,1920.0,5818.0,-13.21333333,-71.99
Mount Banahaw,Q806074,1919.0,2158.0,14.066666666,121.483333333
The Crown,Q7728229,1919.0,7295.0,36.1083,76.2125
Big Spencer Mountain,Q4906400,1919.0,3205.0,45.7727,-69.4473
Winnemucca Mountain,Q14705314,1919.0,,41.0116,-117.7676
Mount Aka,Q3915982,1916.0,2899.0,35.97055556,138.37
Conejos Peak,Q5159490,1912.0,13179.0,37.288611111,-106.570833333
Mount Terror,Q6924090,1911.0,8151.0,48.774583,-121.299254
Cerro El Toro,Q5064918,1910.0,6168.0,-29.13,-69.786666666
Mount Abuna Yosef,Q867835,1909.0,4260.0,12.140833333,39.181666666
Black Mountain,Q880428,1905.0,1263.0,36.9142,-82.8939
Berill Mountain,Q1076304,1904.0,2933.0,62.395833333,141.326666666
Mount Keith,Q6921618,1903.0,13982.0,36.7001,-118.344
Kootenai Peak,Q6430815,1902.0,8542.0,48.8903,-113.942
Gable Mountain,Q5515424,1902.0,9262.0,48.9061,-113.674
Tidighin,Q2383371,1901.0,2456.0,34.843166666,-4.508055555
Cerro Arenales,Q641604,1900.0,3437.0,-47.197222222,-73.4675
Pular,Q3116451,1898.0,6233.0,-24.2005,-68.0665
Mount Haku,Q2639098,1897.0,2702.0,36.1,136.5
Mount Douglas,Q3467925,1895.0,2150.0,58.86,-153.533
Columbus Mountain,Q14684410,1893.0,10253.0,40.8797,-107.192
Going-to-the-Sun Mountain,Q5577737,1892.0,9647.0,48.6961,-113.639
Mahogany Mountain,Q8531125,1892.0,6526.0,43.235,-117.256
Baintha Brakk,Q1893268,1891.0,7285.0,35.947777777,75.753611111
Sierra de Minas Viejas,Q27783491,1890.0,,26.08333,-100.46667
Sierra La Madera,Q27783781,1890.0,,27.01245,-102.38779
Cerro Tía Chena,Q27788950,1890.0,2625.0,26.119444444,-100.556944444
Gran Paradiso,Q1372,1888.0,4061.0,45.533333333,7.266666666
Mount Bosavi,Q1297541,1887.0,2507.0,-6.614166666,142.826666666
Mount Goodsir,Q3861599,1887.0,3567.0,51.206666666,-116.404444444
Horse Mountain,Q14684593,1887.0,9952.0,37.3083,-107.287
Tecate Peak,Q5960834,1885.0,3883.0,32.579569,-116.688767
Lizard Head Peak,Q23950319,1882.0,12847.0,42.79,-109.19694444
Rio Grande Pyramid,Q7335223,1881.0,13827.0,37.679722222,-107.3925
Telescope Peak,Q916811,1880.0,3366.0,36.169816666,-117.089197222
Mount Kershaw,Q6429384,1880.0,1880.0,-67.5333,-66.9667
Sierra Grande,Q7511378,1880.0,8723.0,36.705580555,-103.876630555
Azurite Peak,Q49009399,1880.0,8400.0,48.6568,-120.75178
Mount Tabwemasana,Q1542459,1879.0,1879.0,-15.35,166.75
Pizzo Coca,Q2009944,1878.0,3052.0,46.0714,10.0115
Mount Yōtei,Q713619,1878.0,1898.0,42.827222222,140.806388888
Cima Dodici,Q937014,1874.0,2336.0,45.99768333,11.46819167
Irazú Volcano,Q1672472,1872.0,3432.0,9.979166666,-83.8525
Mount Darwin,Q2963260,1871.0,13837.0,37.1669,-118.672
Silvertip Mountain,Q7516830,1871.0,2596.0,49.16,-121.218
Muzat I,Q23304709,1871.0,6571.0,42.037777777,80.504166666
Haystack Mountain,Q25205701,1871.0,1871.0,41.17941667,-75.89200556
Cerro El Potosí,Q1781656,1870.0,3721.0,24.871666666,-100.2325
Mount Kyllini,Q1232572,1870.0,2374.0,37.939166666,22.396666666
Kanjiroba Himal,Q16968920,1870.0,6883.0,29.3918,82.7528
Kanjiroba,Q19459405,1870.0,6883.0,29.3783,82.6392
Sultan Mountain,Q14685115,1868.0,13373.0,37.7858,-107.704
Mount Watson,Q49055123,1867.0,12497.0,59.0079445,-137.5556046
Mount Sedgwick,Q20858301,1866.0,9256.0,35.17448,-108.09506
South Bald Mountain,Q7566227,1863.0,11009.0,40.7528,-105.696
Pico Ruivo,Q473169,1862.0,1862.0,32.758733333,-16.942255555
Mönkh Khairkhan,Q6950349,1860.0,4231.0,46.89,91.47333333
Camel's Hump,Q5025846,1860.0,4083.0,44.319722222,-72.886111111
Mount Bintang,Q6919733,1860.0,1862.0,5.42944444,100.86611111
Green Mountain,Q14684539,1859.0,10427.0,39.3053,-105.3
Silisili,Q1147814,1858.0,1858.0,-13.618333333,-172.485833333
Myinmoletkat Taung,Q6947477,1857.0,2072.0,13.46666667,98.8
Mount Mitchell,Q615337,1856.54,2037.0,35.764761111,-82.264861111
Mount Ossa,Q1471677,1854.0,1978.0,39.8,22.7
Saddleback Mountain,Q7397754,1854.0,2999.0,45.5095,-69.136
Lookout Mountain,Q6675492,1854.0,9954.0,44.19269,-114.75869
Laveaga Peak,Q6502465,1853.0,3804.0,36.8904,-121.178
Mount Igikpak,Q1950531,1852.0,2523.0,67.4131,-154.966
Mount Despair,Q6920424,1852.0,7296.0,48.7373,-121.377
Doi Inthanon,Q1140075,1850.0,2565.0,18.592222222,98.486666666
Mont Ross,Q1945447,1850.0,1850.0,-49.6,69.5
Gore Mountain,Q5586117,1850.0,,43.6765,-74.0351
Victoria Peak,Q7926955,1849.0,2163.0,50.0547,-126.101
Eagle Peak,Q1276808,1847.0,11361.0,44.3207,-110.0276
Fishers Peak,Q14951222,1847.0,9633.0,37.09833333,-104.46277778
Granite Chief,Q5595839,1846.0,2745.0,39.1983,-120.287
Lookout Mountain,Q18154749,1845.0,6536.0,45.3422,-121.524
Mount Simpson,Q31750214,1843.0,,-10.0345,149.563
Rendezvous Peak,Q7312830,1842.0,10927.0,43.5675,-110.905
Belknap Mountain,Q4883048,1842.0,2382.0,43.517855555,-71.369238888
Chief Mountain,Q1072361,1840.0,2768.0,48.933833,-113.610047
Wuzhi Mountain,Q693429,1840.0,1840.0,18.89942,109.70479
Mount Blue (Maine),Q8521228,1840.0,,44.7281,-70.342
Karkar Island,Q720720,1839.0,1839.0,-4.633333,145.966667
Cotacachi,Q1136571,1837.0,4935.0,0.360833333,-78.349166666
Acatenango,Q338192,1835.0,3976.0,14.500833333,-90.875833333
Punta La Marmora,Q385753,1834.0,1834.0,39.988055555,9.324166666
Mount Dyultydag,Q4172239,1834.0,4127.0,41.959444444,46.922222222
Howson Peak,Q5922600,1829.0,2759.0,54.418611111,-127.743888888
Alam-Kuh,Q3696208,1827.0,4848.0,36.375833333,50.9625
Sahand,Q1432738,1826.0,3710.0,37.73,46.5
Saint John Mountain,Q7401463,1826.0,6749.0,39.4343,-122.693
Tsaydaychuz Peak,Q17103396,1826.0,2758.0,53.02138889,-126.6427778
Alney-Chashakondzha,Q1518424,1825.0,2526.0,56.7,159.65
Alney,Q4062794,1825.0,2597.0,56.692016666,159.644894444
Conger Mountain,Q5160458,1824.0,8144.0,39.2293,-113.723
Saipal,Q7402481,1824.0,7031.0,29.890833333,81.495
Mount Saint Helena,Q1534757,1823.0,1319.0,38.669333333,-122.63355
Bald Mountain,Q804733,1823.0,3640.0,40.6988,-110.902
Loi Leng,Q6668076,1823.0,2651.0,22.65,98.06666667
Copper Mountain,Q14713621,1822.0,7142.0,48.94041,-121.4668
Llaima,Q164121,1819.0,3125.0,-38.697407,-71.730445
Tyatya,Q547770,1819.0,1819.0,44.353888888,146.250833333
Mount Moroto,Q1422911,1818.0,3083.0,2.525,34.7725
Superstition Mountain,Q7644233,1817.0,5059.0,33.411016666,-111.400763888
Chikurachki,Q2282091,1816.0,1816.0,50.321666666,155.461666666
Sonora Peak,Q7562221,1816.0,11464.0,38.3538,-119.635
Mount Kaputjugh,Q1728783,1815.0,3904.0,39.15,46.0
Moxie Mountain,Q8524724,1813.0,2936.0,45.2068,-69.8938
Maiella,Q1079434,1812.0,2793.0,42.05,14.05
Chopaka Mountain,Q5104813,1811.0,7887.0,48.9575,-119.785
Khodutka,Q2670289,1810.0,2090.0,52.063,157.703
Monte Amaro,Q21992975,1810.0,2793.0,42.0863319,14.0859108
Mount Natazhat,Q1950617,1809.0,4095.0,61.5219,-141.101
Harhiraa,Q5657085,1808.0,4040.0,49.56972222,91.38527778
Manam,Q1888667,1807.0,1807.0,-4.08333333,145.03333333
Tanaga,Q2976672,1806.0,1806.0,51.883888888,-178.141388888
Mount Hermon,Q215471,1804.0,2813.95,33.4,35.85
East Kennebago Mountain,Q5328694,1804.0,3789.0,45.121833333,-70.599666666
Mount Supernal,Q6923948,1804.0,3655.0,-73.066666666,165.7
Mamostong Kangri,Q937361,1803.0,7516.0,35.140833333,77.5775
Brandberg,Q897834,1802.0,2573.0,-21.1495,14.5775
Mount Carpe,Q14680137,1800.0,12552.0,63.15222,-150.86083
Middle Triple Peak,Q6841637,1800.0,8835.0,62.3947,-152.768
Manakau,Q6746799,1798.0,2608.0,-42.225,173.617
Shedin Peak,Q7492310,1798.0,2588.0,55.939166666,-127.48
Haute Cime,Q3128532,1797.0,3257.0,46.1608,6.92306
Mount Martha Black,Q22546520,1797.0,2512.0,60.671388888,-137.622222222
Shayaz,Q21042276,1797.0,6026.0,36.64833333,72.82833333
Mount Nystrom,Q16896033,1796.0,12361.0,42.6389,-109.094
Mount Orville,Q1244469,1795.0,10495.0,58.736619444,-137.272180555
Haba Snow Mountain,Q4494371,1794.0,5396.0,27.318333333,100.1
Mount Lukens,Q6921917,1794.0,5075.0,34.2689,-118.239
Mount Nemërçkë,Q1337784,1792.0,2485.0,40.133333333,20.4
Mount Cannon,Q6919979,1792.0,8952.0,48.6925,-113.774
Papingu,Q8528315,1792.0,2482.0,40.124166666,20.4325
Mount Addala-Shukhgelmeer,Q12861347,1792.0,4152.0,42.339166666,46.249444444
Aracar,Q312862,1791.0,6082.0,-24.29,-67.7833
Kuju Mountains,Q6921721,1791.0,1791.0,33.08222222,131.24083333
Mount Brooks,Q14680129,1790.0,11890.0,63.1878,-150.647
Qiajivik Mountain,Q3861886,1787.0,1963.0,72.180164,-75.927021
Sutai Mountain,Q7649884,1787.0,4220.0,46.6175,93.5942
Misti,Q572865,1785.0,5825.0,-16.296388888,-71.410555555
Sierra Velluda,Q7511611,1784.0,3585.0,-37.466666666,-71.433333333
Vihren,Q1140684,1783.0,2914.3,41.766388888,23.399444444
Mount Kaplan,Q3321901,1783.0,4230.0,-84.55,175.316666666
USGS Peak,Q7866419,1782.0,11982.0,44.0133,-113.582
Birkenhead Peak,Q4916437,1781.0,2506.0,50.511111111,-122.620833333
Little Chief Mountain,Q6649531,1781.0,9541.0,48.6447,-113.595
Mount Frakes,Q1422562,1780.0,3654.0,-76.8,-117.7
Mount Garrin,Q3323055,1780.0,3630.0,33.959166666,48.481666666
Bolton Mountain,Q4940205,1780.0,,44.4492,-72.8396
Mount Christie,Q6920145,1777.0,1884.0,47.698,-123.545
Cove Mountain,Q31668059,1777.0,,35.6966875,-83.6097661
Mount Shani,Q1967897,1776.0,4451.0,42.675833333,44.7575
Cavanal Hill,Q2943245,1775.0,2385.0,35.070833333,-94.679444444
Takht-e-Sulaiman,Q3696019,1775.0,3452.0,31.682683333,69.936566666
Kaaterskill High Peak,Q6343625,1775.0,3645.0,42.1620334,-74.0801381
Pangaion,Q1448901,1773.0,1956.0,40.899166666,24.083611111
Mount Narodnaya,Q1142817,1772.0,1895.0,65.033333333,60.116666666
Chamechaude,Q2321630,1771.0,2082.0,45.287778,5.788333
Davis Peak,Q5241948,1771.0,7055.0,48.7295,-121.203
Cerro Tacarcuna,Q5763256,1770.0,1875.0,8.15061,-77.29196
Mount Veve,Q6924428,1768.0,1768.0,-7.95,157.075
Khunyang Chhish,Q1480438,1765.0,7852.0,36.205277777,75.207777777
Chutine Peak,Q5118382,1765.0,2910.0,57.7753,-132.335
,Q24822832,1765.0,1765.0,71.6,-53.18333
Babadağ,Q4837427,1763.0,1969.0,36.53032,29.18093
Glassford Peak,Q5567159,1762.0,11602.0,43.9121,-114.481
Saviers Peak,Q7428213,1761.0,10441.0,43.822,-114.713
Plateau Mountain,Q7202220,1760.0,,42.1378,-74.1744
Mount Hector,Q740274,1759.0,3394.0,51.575,-116.2594444
Peleaga,Q1232288,1759.0,2509.0,45.366111111,22.894444444
Kajmakčalan,Q1288074,1758.0,2528.0,40.930277777,21.786111111
Voras Mountains,Q6435173,1758.0,2524.0,40.942222222,21.804722222
Kuh-e Shashgal,Q18628361,1758.0,6290.0,35.9304,71.0794
Tongshanjiabu,Q2598705,1757.0,7207.0,28.186666666,89.9575
Tsambagarav,Q4503067,1757.0,4193.0,48.6817,90.725
Lars Christensen Peak,Q951735,1755.0,1755.0,-68.833333333,-90.616666666
Volcán Atitlán,Q377571,1754.0,3537.0,14.583333333,-91.186111111
Mount Hikurangi,Q1950512,1752.0,,-37.919,178.061
Nyegyi Kansang,Q7071061,1752.0,7047.0,27.93666667,92.66666667
Mount Kisokoma,Q3695791,1751.0,2956.0,35.78983,137.80417
Mount Pandim,Q3362005,1751.0,6691.0,27.5775,88.215833333
Illinizas,Q734280,1750.0,,-0.659444444,-78.713611111
Klyuchevskaya Sopka,Q210252,1750.0,4800.0,56.066666666,160.633333333
Mutnovsky,Q889637,1750.0,2322.0,52.453,158.195
Gamchen,Q2666935,1750.0,2576.0,54.973055555,160.700833333
Phu Si Lung,Q7188263,1750.0,3076.0,22.63333333,102.78333333
Hasagt Hairhan,Q5678054,1749.0,3578.0,46.78916667,95.80083333
Mount Arlan,Q777434,1748.0,1880.0,39.673333333,54.543333333
Kearsarge North,Q6382249,1748.0,3268.0,44.105622222,-71.094238888
Whitehorn Mountain,Q1992742,1747.0,3399.0,53.135555555,-119.261111111
Mount Sindoro,Q2038462,1747.0,3136.0,-7.301111111,109.996666666
Shaiyb al-Banat,Q3959025,1747.0,2187.0,26.97972222,33.48638889
Kuhe Haji Ebrahim,Q6442085,1747.0,3587.0,36.55,45.0
Zugspitze,Q3375,1746.0,2962.06,47.421217,10.986314
Mount Chown,Q6920143,1746.0,3316.0,53.3969,-119.417
Mount Iwate,Q713836,1745.0,2038.2,39.8525,141.00111111
Phnom Aural,Q539772,1744.0,1813.0,12.031944444,104.170555555
Dirfi,Q5280742,1743.0,1743.0,38.6268,23.8409
Bennett Peak,Q14684306,1743.0,13209.0,37.4833,-106.434
Mount Welel,Q6924537,1742.0,3301.0,8.8775,34.811666666
Great Sitkin Volcano,Q4016621,1740.0,1740.0,52.076388888,-176.110833333
Azimuthbjerg,Q24727764,1738.0,1738.0,63.4325,-41.6642
Jiehkkevárri,Q1688935,1737.0,1834.0,69.469166666,19.876666666
Mol Len,Q6895624,1737.0,3088.0,25.49416667,94.75166667
Smolikas,Q139362,1736.0,2637.0,40.089722222,20.926111111
Thudaka Peak,Q7798675,1736.0,2748.0,57.926888888,-126.848305555
Blair Mountain (Colorado),Q14684319,1736.0,11465.0,39.7944,-107.418
"Flat Top Mountain (Sitka City and Borough, Alaska)",Q8521471,1736.0,1736.0,57.6175,-136.0
Antelao,Q571759,1735.0,3264.0,46.4525,12.260555555
Bell Mountain,Q4883214,1732.0,11617.0,44.236666666,-113.195277777
Mount Hakkyō,Q11391726,1732.0,1915.0,34.173611,135.9075
Specimen Mountain,Q14685105,1731.0,12494.0,40.4447,-105.809
Zheltovsky,Q1112372,1730.0,1953.0,51.5771,157.3281
Mount Cleveland,Q783798,1730.0,1730.0,52.822222222,-169.945
Du Toits Peak,Q5310084,1730.0,1995.0,-33.755,19.186666666
Mount Terror,Q1056741,1728.0,3230.0,-77.516666666,168.533333333
Manirang,Q6749852,1727.0,6593.0,31.953333333,78.366666666
Jabal Al Harim,Q31485782,1727.0,2087.0,25.9764,56.2325
Nattaung,Q6980340,1726.0,2623.0,18.81666667,97.03333333
Baga Bogd,Q4841384,1725.0,3600.0,44.89666667,101.57666667
Mount Tecumseh,Q6924064,1723.0,4003.0,43.967291666,-71.558133333
Mount Rishiri,Q2154758,1721.0,1721.0,45.17865,141.241922222
Blackfoot Mountain,Q4922855,1721.0,9574.0,48.5819,-113.668
Mount Carse,Q202034,1720.0,2330.0,-54.716666666,-36.083333333
Lalla-Khedidja,Q3216533,1720.0,2308.0,36.44722222,4.22861111
Mount Triumph,Q8529297,1720.0,7260.0,48.7065,-121.355
Jebel Kawr (peak),Q126197446,1718.0,2730.0,23.1387098,57.0140708
Mount Cramer,Q8528285,1716.0,10716.0,44.011016666,-114.982580555
Pollino,Q1088265,1715.0,2267.0,39.9,16.216667
Khao Luang,Q1542964,1715.0,1780.0,8.493611111,99.73
Serra Dolcedorme,Q3957956,1715.0,2267.0,39.8943,16.2159
Arcalod,Q1619770,1713.0,2210.0,45.68194444,6.22833333
Newtontoppen,Q1419222,1713.0,1713.0,79.010555555,17.490833333
Bald Mountain,Q49010186,1713.0,,39.877222222,-111.758333333
Mount Ontake,Q1754806,1712.0,3067.0,35.892777777,137.480277777
Mount Wrangell,Q185847,1711.0,4317.0,62.006944444,-144.015833333
Bowback Mountain,Q28056269,1711.0,12356.0,45.12772,-109.61822
Mount Regan,Q6923178,1710.0,10190.0,44.1599,-115.061
Mount Dan Beard,Q14680146,1710.0,10082.0,63.0203,-150.787
Gauri Sankar,Q1496289,1709.0,7134.0,27.953333333,86.335833333
Montalto,Q3861112,1709.0,1955.0,38.15888889,15.92111111
The East Temple,Q49082371,1709.0,,37.22082,-112.95077
Gora Babash-Ata,Q27206524,1708.0,4428.0,41.410278,72.913056
Muztagh Tower,Q1501059,1707.0,7273.0,35.828333333,76.360833333
Volcán Wolf,Q1376373,1707.0,1707.0,0.033333333,-91.333333333
Grizzly Mountain,Q5609803,1707.0,9067.0,48.4186,-113.402
Mela Taung,Q6810926,1707.0,2080.0,17.2,98.08333333
Grintovec,Q588460,1706.0,2558.0,46.3571332,14.5354262
Brown Peak,Q546670,1705.0,1705.0,-67.433333333,164.766666666
Teram Kangri,Q1397780,1704.0,7462.0,35.58,77.078333333
Mountain Karang,Q2344869,1703.0,1778.0,-6.269166666,106.05
Mount Giona,Q730750,1702.0,2510.0,38.613888888,22.253055555
Yanamax,Q25379030,1702.0,6357.0,42.285,81.043472222
Broad Peak,Q180996,1701.0,8051.0,35.810555555,76.568055555
Mount Bangeta,Q2073896,1701.0,4121.0,-6.313888888,147.088333333
Copiapó volcano,Q2996801,1701.0,6052.0,-27.30583333,-69.13083333
Bard Peak,Q4860046,1701.0,13647.0,39.7203,-105.804
Mount Friesland,Q8527810,1700.2,1700.2,-62.670805555,-60.186305555
Tacora,Q1552026,1700.0,5988.0,-17.716666666,-69.766666666
Großer Priel,Q695334,1700.0,2515.0,47.716944444,14.063333333
Mount Melbourne,Q739945,1699.0,2732.0,-74.333333333,164.7
Kubi Gangri,Q19605854,1699.0,6859.0,29.766053,82.75163
Jirisan,Q483204,1696.0,1915.0,35.336944444,127.730555555
Pukeashun Mountain,Q7259100,1696.0,2301.0,51.2047,-119.235
Mount Kadam,Q3321899,1690.0,3063.0,1.763055555,34.709166666
Mount Seattle,Q22553235,1690.0,3150.0,60.088333333,-139.198611111
Pico Almanzor,Q203353,1689.0,2591.0,40.246666666,-5.297777777
Squak Mountain,Q7581914,1689.0,2028.0,47.4964,-122.038
Greater Chimgan,Q18755528,1689.0,3309.0,41.494444444,70.057777777
Grigne,Q1060445,1687.0,2410.0,45.933333333,9.383333333
Grignone,Q20970624,1687.0,2410.0,45.95333338,9.3875086
Ollagüe,Q1420297,1686.0,5870.0,-21.3025,-68.179166666
Sierra Blanca Peak,Q49073646,1686.0,3649.0,33.374166666,-105.809444444
Khan Tengri,Q211529,1685.0,7010.0,42.210833333,80.175
Red Slate Mountain,Q1405920,1683.0,4013.0,37.507555555,-118.869305555
Mount Perseus,Q8537067,1683.0,2553.0,52.3542,-120.533
Mount Field,Q8523327,1681.0,1319.0,44.1962,-71.4345
Prospectors Mountain,Q7250845,1681.0,11241.0,43.6494,-110.849
The West Temple,Q56279664,1680.0,,37.210869,-113.02071
Mount Octopus,Q28873474,1680.0,2444.0,47.74888889,-124.17777778
Fortress Mountain,Q39070607,1680.0,8671.0,48.15916667,-120.93388889
Monte Bondone,Q1478747,1679.0,2180.0,45.98805556,11.03083333
Mount Salak,Q669559,1678.0,2211.0,-6.715833333,106.733611111
Antisana volcano,Q14082,1678.0,5758.0,-0.481388888,-78.140833333
Pik Tandykul,Q7193530,1677.0,5544.0,39.44833333,71.08333333
Snøhetta,Q979569,1675.5,2286.0,62.32,9.268333333
Mount Fillmore,Q6920758,1675.0,7719.0,39.7302,-120.852
Yuzhu Peak,Q5938899,1674.0,6224.0,35.6525,94.2508
Henry Mountain,Q14684563,1674.0,13261.0,38.6856,-106.621
Haathi Parvat,Q998772,1673.0,6727.0,30.685,79.70583333
Soviet Constitution Peak,Q25379166,1673.0,5281.0,42.036,78.908
Presanella,Q2094363,1672.0,3556.0,46.22,10.663888888
Lunkho e Dosare,Q6704400,1671.0,6901.0,36.77583333,72.44
Mount Bielawski,Q6919722,1671.0,3234.0,37.2236,-122.093
Mururata,Q1428300,1669.0,5864.0,-16.530555555,-67.8275
Whiting Peak,Q7996512,1669.0,2524.0,58.1389,-132.935
Cerro Azul,Q1055779,1668.0,1640.0,-0.916666666,-91.408333333
Agasthyamalai Hills,Q4691448,1668.0,1868.0,,
Leatherman Peak,Q6510486,1668.0,12228.0,44.0821,-113.733
Pothigai Hill,Q12986765,1668.0,1866.0,8.616691666,77.24625
Jakupica,Q1826026,1666.0,2225.0,41.704166666,21.405277777
Pik Lyavirdyr,Q3382310,1666.0,6351.0,37.5635,75.1615
Granite Mountain,Q5595889,1666.0,7628.0,34.6406,-112.576
Isis Temple,Q6081230,1666.0,7006.0,36.1408,-112.138
Maja e Këndrevicës,Q8536495,1666.0,2122.0,40.28638889,19.84888889
,Q12908705,1666.0,2540.0,41.704166666,21.405277777
Mount Bintumani,Q769525,1665.0,1945.0,9.225,-11.116666666
Birnhorn,Q683611,1665.0,2634.0,47.474722222,12.733611111
North Arapaho Peak,Q7053957,1665.0,13508.0,40.026666666,-105.65
